,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
75,75.0,122.0,122.0,0.0,100.0,0.0,9174.0,8886.0,288.0,74.45328864683704,96.96969696969697,22.51640832285993,30.854166666666668,288.0,3049.0,9.0,8886.0,0.27280902550686725,0.7271909744931327,0.7445328864683703,30.854166666666668,0.9696969696969697,0.25546711353162965,0.031393067364290386,0.060817231548938866
76,76.0,122.0,122.0,0.0,100.0,0.0,9296.0,9008.0,288.0,75.4754922496858,96.96969696969697,21.49420472001117,31.27777777777778,288.0,2927.0,9.0,9008.0,0.26283518639633746,0.7371648136036625,0.7547549224968579,31.27777777777778,0.9696969696969697,0.245245077503142,0.03098106712564544,0.06004378192431982
77,77.0,123.0,123.0,0.0,100.0,0.0,9419.0,9131.0,288.0,76.5060745705907,96.96969696969697,20.46362239910627,31.70486111111111,288.0,2804.0,9.0,9131.0,0.25277959450621323,0.7472204054937868,0.765060745705907,31.70486111111111,0.9696969696969697,0.23493925429409301,0.030576494319991508,0.05928365582544257
78,78.0,122.0,118.0,4.0,96.72131147540983,3.278688524590166,9541.0,9249.0,292.0,77.49476330121492,98.31649831649831,20.821735015283394,31.674657534246574,292.0,2686.0,5.0,9249.0,0.2434597776324395,0.7565402223675605,0.7749476330121492,31.674657534246574,0.9831649831649831,0.22505236698785086,0.030604758411068023,0.05936165887375482
79,79.0,122.0,122.0,0.0,100.0,0.0,9663.0,9371.0,292.0,78.51696690406368,98.31649831649831,19.799531412434632,32.092465753424655,292.0,2564.0,5.0,9371.0,0.23348593852190974,0.7665140614780902,0.7851696690406368,32.092465753424655,0.9831649831649831,0.2148303309593632,0.030218358687778123,0.05863453815261044
80,80.0,123.0,123.0,0.0,100.0,0.0,9786.0,9494.0,292.0,79.54754922496858,98.31649831649831,18.768949091529734,32.513698630136986,292.0,2441.0,5.0,9494.0,0.2234303466317855,0.7765696533682145,0.7954754922496858,32.513698630136986,0.9831649831649831,0.2045245077503142,0.029838544860004087,0.057919270058514334
81,81.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,9908.0,9615.0,293.0,80.5613741097612,98.65319865319866,18.091824543437454,32.815699658703075,293.0,2320.0,4.0,9615.0,0.21362001308044473,0.7863799869195552,0.8056137410976121,32.815699658703075,0.9865319865319865,0.19438625890238795,0.029572062979410577,0.05742283194512494
82,82.0,122.0,120.0,2.0,98.36065573770492,1.639344262295083,10030.0,9735.0,295.0,81.5668202764977,99.32659932659932,17.759779050101628,33.0,295.0,2200.0,2.0,9735.0,0.203973185088293,0.796026814911707,0.815668202764977,33.0,0.9932659932659933,0.18433179723502305,0.029411764705882353,0.05713179045221265
83,83.0,123.0,123.0,0.0,100.0,0.0,10153.0,9858.0,295.0,82.59740259740259,99.32659932659932,16.72919672919673,33.41694915254237,295.0,2077.0,2.0,9858.0,0.19391759319816873,0.8060824068018313,0.825974025974026,33.41694915254237,0.9932659932659933,0.17402597402597403,0.02905545159066286,0.05645933014354067
84,84.0,122.0,122.0,0.0,100.0,0.0,10275.0,9980.0,295.0,83.61960620025137,99.32659932659932,15.706993126347953,33.83050847457627,295.0,1955.0,2.0,9980.0,0.18394375408763897,0.816056245912361,0.8361960620025136,33.83050847457627,0.9932659932659933,0.16380393799748638,0.028710462287104624,0.05580779417328793
85,85.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,10397.0,10101.0,296.0,84.633431085044,99.66329966329967,15.029868578255673,34.125,296.0,1834.0,1.0,10101.0,0.17413342053629824,0.8258665794637018,0.8463343108504399,34.125,0.9966329966329966,0.1536656891495601,0.028469750889679714,0.0553581447540677
86,86.0,123.0,123.0,0.0,100.0,0.0,10520.0,10224.0,296.0,85.6640134059489,99.66329966329967,13.999286257350775,34.54054054054054,296.0,1711.0,1.0,10224.0,0.16407782864617396,0.8359221713538261,0.8566401340594889,34.54054054054054,0.9966329966329966,0.1433598659405111,0.028136882129277566,0.054728667837662934
87,87.0,122.0,122.0,0.0,100.0,0.0,10642.0,10346.0,296.0,86.68621700879766,99.66329966329967,12.977082654502013,34.9527027027027,296.0,1589.0,1.0,10346.0,0.15410398953564422,0.8458960104643558,0.8668621700879765,34.9527027027027,0.9966329966329966,0.13313782991202347,0.027814320616425484,0.054118292348477925
88,88.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,10764.0,10467.0,297.0,87.70004189359028,100.0,12.299958106409719,35.24242424242424,297.0,1468.0,0.0,10467.0,0.14429365598430346,0.8557063440156966,0.8770004189359029,35.24242424242424,1.0,0.1229995810640972,0.027591973244147156,0.053702196908055326
89,89.0,122.0,122.0,0.0,100.0,0.0,10886.0,10589.0,297.0,88.72224549643904,100.0,11.277754503560956,35.65319865319865,297.0,1346.0,0.0,10589.0,0.1343198168737737,0.8656801831262263,0.8872224549643905,35.65319865319865,1.0,0.11277754503560955,0.02728274848429175,0.05311633729768399
90,90.0,123.0,123.0,0.0,100.0,0.0,11009.0,10712.0,297.0,89.75282781734394,100.0,10.247172182656058,36.06734006734007,297.0,1223.0,0.0,10712.0,0.12426422498364945,0.8757357750163506,0.8975282781734395,36.06734006734007,1.0,0.10247172182656053,0.026977927150513215,0.052538475145940206
91,91.0,122.0,122.0,0.0,100.0,0.0,11131.0,10834.0,297.0,90.7750314201927,100.0,9.224968579807296,36.47811447811448,297.0,1101.0,0.0,10834.0,0.11429038587311968,0.8857096141268803,0.9077503142019271,36.47811447811448,1.0,0.0922496857980729,0.026682238792561316,0.05197759887994399
92,92.0,122.0,122.0,0.0,100.0,0.0,11253.0,10956.0,297.0,91.79723502304148,100.0,8.20276497695852,36.888888888888886,297.0,979.0,0.0,10956.0,0.10431654676258993,0.89568345323741,0.9179723502304148,36.888888888888886,1.0,0.08202764976958525,0.026392961876832845,0.051428571428571435
93,93.0,123.0,123.0,0.0,100.0,0.0,11376.0,11079.0,297.0,92.82781734394638,100.0,7.1721826560536215,37.303030303030305,297.0,856.0,0.0,11079.0,0.09426095487246566,0.9057390451275343,0.9282781734394637,37.303030303030305,1.0,0.07172182656053624,0.02610759493670886,0.05088666152659985
94,94.0,122.0,122.0,0.0,100.0,0.0,11498.0,11201.0,297.0,93.85002094679514,100.0,6.149979053204859,37.71380471380471,297.0,734.0,0.0,11201.0,0.0842871157619359,0.9157128842380641,0.9385002094679514,37.71380471380471,1.0,0.0614997905320486,0.025830579231170638,0.05036032217041119
95,95.0,122.0,122.0,0.0,100.0,0.0,11620.0,11323.0,297.0,94.8722245496439,100.0,5.127775450356097,38.12457912457913,297.0,612.0,0.0,11323.0,0.07431327665140615,0.9256867233485938,0.948722245496439,38.12457912457913,1.0,0.05127775450356096,0.025559380378657487,0.04984475958714441
96,96.0,123.0,123.0,0.0,100.0,0.0,11743.0,11446.0,297.0,95.9028068705488,100.0,4.097193129451199,38.53872053872054,297.0,489.0,0.0,11446.0,0.06425768476128188,0.9357423152387181,0.9590280687054881,38.53872053872054,1.0,0.04097193129451194,0.025291663118453548,0.049335548172757475
97,97.0,122.0,122.0,0.0,100.0,0.0,11865.0,11568.0,297.0,96.92501047339756,100.0,3.0749895266024367,38.94949494949495,297.0,367.0,0.0,11568.0,0.05428384565075212,0.9457161543492478,0.9692501047339757,38.94949494949495,1.0,0.0307498952660243,0.025031605562579013,0.04884065120868278
98,98.0,122.0,122.0,0.0,100.0,0.0,11987.0,11690.0,297.0,97.94721407624634,100.0,2.0527859237536603,39.36026936026936,297.0,245.0,0.0,11690.0,0.044310006540222366,0.9556899934597777,0.9794721407624634,39.36026936026936,1.0,0.020527859237536656,0.024776841578376573,0.04835558450016281
99,99.0,123.0,123.0,0.0,100.0,0.0,12110.0,11813.0,297.0,98.97779639715124,100.0,1.0222036028487622,39.774410774410775,297.0,122.0,0.0,11813.0,0.034254414650098104,0.9657455853499018,0.9897779639715124,39.774410774410775,1.0,0.010222036028487641,0.0245251857968621,0.047876198919964544
100,100.0,122.0,122.0,0.0,100.0,0.0,12232.0,11935.0,297.0,100.0,100.0,0.0,40.18518518518518,297.0,0.0,0.0,11935.0,0.024280575539568347,0.9757194244604317,1.0,40.18518518518518,1.0,0.0,0.024280575539568347,0.04741000877963126
